tweet_id|user_id|latitude|longitude|language|loc_type|send_time|text
713724261442134016|104465762|-23.5505199|-46.6333094|pt|User profile|Sat Mar 26 13:48:18 +0000 2016|"@youre_crazy ah.. ele não tá bem, mas tá melhor que ontem. dengue é foda, não tem cura. só dá pra esperar"
713726219519393792|357881174|-15.5404411|-47.3374297|pt|User profile|Sat Mar 26 13:56:05 +0000 2016|"a mulher q faz minha unha viajou, a q faz minha sobrancelha tá com dengue, a que arruma meu cabelo fez cirurgia"
713729365507510273|77234069|-34.6036844|-58.3815591|es|User profile|Sat Mar 26 14:08:35 +0000 2016|"@Kaia63 ahí hay dengue !!!"
713729971592765445|1566304320|-12.6971776|-38.3331983|pt|User profile|Sat Mar 26 14:11:00 +0000 2016|"E eu aqui com dengue, largada na cama 😒"
713735423424638979|2444457066|-19.9166813|-43.9344931|pt|User profile|Sat Mar 26 14:32:40 +0000 2016|"2 semanas com a maldita dengue e só agora me recuperei"
713737370902728704|2465733179|-23.5505199|-46.6333094|pt|User profile|Sat Mar 26 14:40:24 +0000 2016|"NOIS TA COM DENGUE FINAL DE SEMANA TIRA FOTO NO HOSPITAL NAO TA TRAQUILO E NEM FAVORAVEL KSKSK  https://t.co/T89peJFGMV"
713738216445227008|162760128|-27.34147|-55.8706115|es|Geotag|Sat Mar 26 14:43:46 +0000 2016|"Dengue día 3. La fiebre ha pasado. Los dolores son no obstante muy molestosos"
713739377940303872|2550727590|28.5383355|-81.3792365|es|User profile|Sat Mar 26 14:48:22 +0000 2016|"Ahora mi viejo con dengue hablame de suerte."
713740075021021184|2932293868|-20.2976178|-40.2957768|pt|User profile|Sat Mar 26 14:51:09 +0000 2016|"Mamãe ta com dengue"
713743915627708417|2656856748|-20.2976178|-40.2957768|pt|User profile|Sat Mar 26 15:06:24 +0000 2016|"Ixi minha mãe tá com dengue"
713744259007062017|3002465301|-19.7896207|-42.1415419|pt|User profile|Sat Mar 26 15:07:46 +0000 2016|"@deehsouza17 eu to com dengue meu amor"
713745426839707648|169174245|13.6682174|100.614025|pt|User profile|Sat Mar 26 15:12:25 +0000 2016|"Geral com dengue aqui na minha rua to ficando com medo já"
713746046866862080|156664682|-20.1451261|-44.8916447|pt|User profile|Sat Mar 26 15:14:52 +0000 2016|"Dengue chata do inferno"
713753391084748800|365814498|-23.3044524|-51.1695824|pt|User profile|Sat Mar 26 15:44:03 +0000 2016|"@Amandapaiss minha mae ta com dengue sabia\nto passando repelente toda hora e veneno no ar tbm"
713753994838089728|100240012|-15.776254|-47.796623|pt|Geotag|Sat Mar 26 15:46:27 +0000 2016|"@Deus tira essa dengue de mim!"
713762474869268482|51589402|-21.9314519|-42.605043|pt|User profile|Sat Mar 26 16:20:09 +0000 2016|"fiz suco de inhame ft. laranja pra mamis, hasduahsduah, ta com dengue tadinha :(("
713765683109240834|139589791|-27.404671|-55.909711|es|Geotag|Sat Mar 26 16:32:54 +0000 2016|"Lean a @monicafreaza q dsp del dengue volvió con todooooo. Y hace muy bien 💣💣💣"
713768248710406144|3418609511|-20.3477821|-40.2949528|pt|User profile|Sat Mar 26 16:43:06 +0000 2016|"Meu irmão está com dengue"
713768650801614848|4559988779|-20.5393288|-47.4013437|pt|User profile|Sat Mar 26 16:44:42 +0000 2016|"Ulisses ta com dengue 😔"
713769036644032512|354269367|51.3672459|5.2234653|pt|User profile|Sat Mar 26 16:46:14 +0000 2016|"nois ta com dengue"
713773194902118400|2476278785|-2.572425|-59.9803255|pt|Geotag|Sat Mar 26 17:02:45 +0000 2016|"A menina tá com dengue 😐🌚"
713773371469770752|2711820521|-33.6802383|-71.2208798|pt|User profile|Sat Mar 26 17:03:27 +0000 2016|"Meu avô tá com dengue 😔😭"
713775681562345472|703379671770128388|40.5121772|-111.4743545|pt|User profile|Sat Mar 26 17:12:38 +0000 2016|"(Off)\noi sz\ndesculpe não estar postando muito, eu tô com dengue, e internada, quando melhorar eu volto a postar normalmente\neu &lt;3 vcs"
713778856495341568|219525329|-34.600632|-58.583605|es|Geotag|Sat Mar 26 17:25:15 +0000 2016|"estoy sola hace días y mi mejor amiga con DENGUE"
713781050078543872|3130103087|-19.9166813|-43.9344931|pt|User profile|Sat Mar 26 17:33:58 +0000 2016|"To melhor da dengue 💕"
713783209570512896|173500746|-21.708015|-43.4228675|pt|Geotag|Sat Mar 26 17:42:33 +0000 2016|"os 3 homens da casa com dengue, medinho tá começando a bater"
713786253737648128|1434171632|-33.457867|-61.487688|es|Geotag|Sat Mar 26 17:54:39 +0000 2016|"@sofii277 @Itati2000 tengo dengue 😢"
713791102873165827|292345452|-19.9166813|-43.9344931|pt|User profile|Sat Mar 26 18:13:55 +0000 2016|"Acho que to com dengue"
713791604314734593|1100403584|-22.9068467|-43.1728965|pt|User profile|Sat Mar 26 18:15:54 +0000 2016|"Estou com dengue de novo. É foda!"
713794344097021952|3037567787|-22.9068467|-43.1728965|pt|User profile|Sat Mar 26 18:26:47 +0000 2016|"RT @MaryannaForte: @andressinharuf1 igual a mim , tava com dengue agr to cheia d manchas no corpo e dores nas juntas 😭"
713795606632902657|2548199395|-22.9068467|-43.1728965|pt|User profile|Sat Mar 26 18:31:48 +0000 2016|"- Infermo dengue me pegou , mais Jesus vai vim aquui agora me curar !"
713801640499875840|233600637|-19.6897485|-42.150658|pt|Geotag|Sat Mar 26 18:55:47 +0000 2016|"@camilaangelicav o desgraçado tá com dengue, cê acredita?"
713802905216802817|91804977|-19.9166813|-43.9344931|pt|User profile|Sat Mar 26 19:00:49 +0000 2016|"@sissi_mp a médica disse que tá compatível com dengue."
713803456721633280|3792237196|39.0018281|-2.7960843|pt|User profile|Sat Mar 26 19:03:00 +0000 2016|"Mano ficar com dengue é horrível"
713806455980310528|2319934561|-22.5112498|-43.1779306|pt|User profile|Sat Mar 26 19:14:55 +0000 2016|"Minha mãe ta com dengue e minha irmã também 😪"
713810949052973056|4098290601|37.4199683|-122.1749492|pt|User profile|Sat Mar 26 19:32:46 +0000 2016|"to com dengue, graças a deus a mulher não me obga  ficar la"
713824902659325952|1122043100|-21.7275155|-48.620801|in|Geotag|Sat Mar 26 20:28:13 +0000 2016|"to c dengue"
713825868603375620|344304122|-23.6228759|-46.7816647|pt|User profile|Sat Mar 26 20:32:03 +0000 2016|"Tô com dengue 😷😷"
713831026510983168|173129054|51.347275|5.3167355|pt|User profile|Sat Mar 26 20:52:33 +0000 2016|"Mainha tá com dengue. Espero que seja a fraca."
713833448331481088|236961485|-19.9166813|-43.9344931|pt|User profile|Sat Mar 26 21:02:11 +0000 2016|"minha mãe tá com dengue e fica literalmente dengosa, pqp"
713837085216608256|2770056244|42.3579436|-71.0518468|pt|User profile|Sat Mar 26 21:16:38 +0000 2016|"Meu irmão e tá c dengue tadinho"
713839967378792449|4098290601|37.4199683|-122.1749492|pt|User profile|Sat Mar 26 21:28:05 +0000 2016|"Pegar dengue uma vez já é azar e eu q peguei 2 '-'"
713840433202393090|221462320|-33.6802383|-71.2208798|pt|User profile|Sat Mar 26 21:29:56 +0000 2016|"Só p quem vai trabalhar até 2h c dengue, suave"
713842447567220737|343883647|-23.4542498|-46.5337925|pt|User profile|Sat Mar 26 21:37:56 +0000 2016|"Se cai de moto na quarta , aí se descobre que tá com dengue no sábado , vem tudo de uma faz a desgraça"
713842637808267264|343883647|-23.4542498|-46.5337925|pt|User profile|Sat Mar 26 21:38:42 +0000 2016|"Aí quarta se cai de moto , sábado se descobre que tá com dengue .. Tudo certo 👏🏽"
713842838321164291|52464202|23.2381903|77.4321876|es|User profile|Sat Mar 26 21:39:29 +0000 2016|"@alfredodiazd no era pa tanto! Yo tuve Dengue y no morí! Eran re pocos casos y es heavy como lo inflan todo!"
713844810491305989|336802049|-2.6292855|-44.3025505|pt|Geotag|Sat Mar 26 21:47:20 +0000 2016|"2/5 pessoas q moram aqui estão com dengue🤔"
713845965359284224|3159253230|-19.9166813|-43.9344931|pt|User profile|Sat Mar 26 21:51:55 +0000 2016|"@sccpinha vi numa pesquisa da UFMG, minha mãe tava com dengue e tomou, dps disse que tava se sentindo bem"
713845998905335810|1879058802|-19.9166813|-43.9344931|pt|User profile|Sat Mar 26 21:52:03 +0000 2016|"@andrecussatt cara,meu irmão tava com dengue,ele tomou e melhorou,acho q ajuda sim"
713850892810907648|829101698|-19.9166813|-43.9344931|pt|User profile|Sat Mar 26 22:11:30 +0000 2016|"Só meu irmão pra me fazer sair pra festa com dengue"
713853694614310912|59831626|-14.2395655|-53.184834|pt|Geotag|Sat Mar 26 22:22:38 +0000 2016|"gente essa dengue não é de Deus, perdi o feriado, não vejo a hora de melhorar logo"
713855432570355712|4843471491|-22.1981579|-49.9562368|pt|User profile|Sat Mar 26 22:29:32 +0000 2016|"eu ja peguei dengue"
713861078950653956|68533168|-19.9166813|-43.9344931|pt|User profile|Sat Mar 26 22:51:58 +0000 2016|"@ZAMENZA obrigado. Apesar de estar de cama com dengue tô feliz por mais um ano de vida.\n."
713862108774055938|91804977|-19.9166813|-43.9344931|pt|User profile|Sat Mar 26 22:56:04 +0000 2016|"@paulorco obrigada! Dengue é foda!"
713864230458540033|55250759|-23.4209995|-51.9330558|pt|User profile|Sat Mar 26 23:04:30 +0000 2016|"Sobre estar com dengue: não recomendo"
713865727791525888|416368524|-19.9166813|-43.9344931|pt|User profile|Sat Mar 26 23:10:27 +0000 2016|"Peguei dengue 😔🙄"
713867944799969280|269127264|-22.223561|-54.8125486|pt|User profile|Sat Mar 26 23:19:15 +0000 2016|"Eu to com dengue e to indo fotografar um aniversário de 15 anos depois o natanael diz que eu só penso em mim"
713869769590616066|1624220018|-25.4952495|-49.2884605|pt|Geotag|Sat Mar 26 23:26:30 +0000 2016|"falei pra minha mãe que o ryan tava com dengue e ela disse que ia mandar umas coxinhas de cheddar pra ele"
713870021391360000|154736529|19.639994|-155.9969261|en|User profile|Sat Mar 26 23:27:30 +0000 2016|"@donholt99 We've had 2 infections in the last 3 - 4 weeks. I was more concerned with West Nile when I lived in Penna. than Dengue here."
713872744551686145|115753861|-16.125904|-48.076059|pt|Geotag|Sat Mar 26 23:38:20 +0000 2016|"Mamãe com dengue 😰🙁 (@ Ambulatorio 24 Horas) https://t.co/mp4fha6Tvp"
713874345182019589|1680926102|-27.20292|-53.061973|pt|Geotag|Sat Mar 26 23:44:41 +0000 2016|"Altos bailão rolando daqui a pouco e nois em casa com dengue  😒"
713876102826078208|1639500446|-14.8377622|-46.7764939|pt|User profile|Sat Mar 26 23:51:40 +0000 2016|"Minha irmã fala que sou neurótica com repelente mas melhor assim,do que pegar dengue igual ela."
713881103191384064|2817636470|-21.1704008|-47.8103238|pt|User profile|Sun Mar 27 00:11:32 +0000 2016|"Perdi trabalho do curso por que meu PC deu pal, semana merda nas aulas, perdi 100 reais na merda do pagseguro e agora pego dengue"
713882078819934208|43371424|19.2452342|-103.7240868|es|User profile|Sun Mar 27 00:15:25 +0000 2016|"Tengo Dengue 😢"
713882579003383808|272954105|-22.9068467|-43.1728965|pt|User profile|Sun Mar 27 00:17:24 +0000 2016|"@jojomenin oi mozao to com dengue e vc"
713882994151395328|2192905363|-16.328546|-48.953403|pt|User profile|Sun Mar 27 00:19:03 +0000 2016|"ficar em casa em pleno sábado por motivos de estar cm dengue 😞"
713884121181863936|627963227|-25.2637399|-57.575926|es|User profile|Sun Mar 27 00:23:32 +0000 2016|"@BelenMendoza24 fiebre, dolor en todo el cuerpo y el ojo, mareos.. Eso básicamente vengo de recuperarme del dengue."
713884807596544000|2559952723|-21.708015|-43.4228675|pt|Geotag|Sun Mar 27 00:26:16 +0000 2016|"Nem acredito que tô com dengue 😷👌"
713887851600064512|459634690|-21.092716|-40.878302|pt|Geotag|Sun Mar 27 00:38:21 +0000 2016|"pietra tá c dengue 💔😢"
713897858739671040|1131437460|-22.223561|-54.8125486|pt|User profile|Sun Mar 27 01:18:07 +0000 2016|"A parte boa de pegar dengue é ter desculpa para passar o dia inteiro na cama. A parte ruim é todo resto."
713902967397740544|2641345568|34.480634|-94.940392|pt|User profile|Sun Mar 27 01:38:25 +0000 2016|"Minha cunhada está com dengue"
713903614620729344|3232188383|-22.9068467|-43.1728965|pt|User profile|Sun Mar 27 01:41:00 +0000 2016|"Ahh minha bebezuda ta com dengue 💔"
713907212016623620|345459277|-23.682803|-46.5955455|pt|Geotag|Sun Mar 27 01:55:17 +0000 2016|"@osupersaulo eu queria fazer mesmo com dengue mas tomei vários fumos da minha mãe"
713910564246962176|1161372529|-16.328546|-48.953403|pt|User profile|Sun Mar 27 02:08:36 +0000 2016|"to tão de boa que nem parece que to com dengue hauhauahuauh"
713911506723799040|375104541|-30.0346471|-51.2176584|pt|User profile|Sun Mar 27 02:12:21 +0000 2016|"@richard_borges1 tamo com dengue"
713916053055733760|219799362|-19.918692|-43.9598225|pt|Geotag|Sun Mar 27 02:30:25 +0000 2016|"Cheguei do hospital, to com dengue 😓"
713922113602715648|56758454|-21.7624237|-43.3433999|pt|User profile|Sun Mar 27 02:54:30 +0000 2016|"@francieule Sim. A dengue já foi embora."
713923615448805376|317893441|-19.9166813|-43.9344931|pt|User profile|Sun Mar 27 03:00:28 +0000 2016|"To com dengue 😔"
713940104809734144|3173477745|-22.9068467|-43.1728965|pt|User profile|Sun Mar 27 04:06:00 +0000 2016|"Minha vovó está com dengue😢"
713941790672490496|4365624076|-15.93397|-50.1403832|pt|User profile|Sun Mar 27 04:12:41 +0000 2016|"So me faltava essa;Pegar dengue"
713942678765965316|2844121042|-3.1190275|-60.0217314|pt|User profile|Sun Mar 27 04:16:13 +0000 2016|"Mamãe tá com dengue :("
713943076973187072|2295118202|41.3806915|2.1178229|pt|User profile|Sun Mar 27 04:17:48 +0000 2016|"o douglas com dengue https://t.co/wVIjumemLx"
713943464795308032|1634328326|-8.0578381|-34.8828969|pt|User profile|Sun Mar 27 04:19:21 +0000 2016|"Q fase a minha, sai de Recife pra pegar dengue em Caruaru, Deus é mais"
713945525599526912|2180612802|47.6540438|-122.3155768|pt|User profile|Sun Mar 27 04:27:32 +0000 2016|"Af cara o marcelo ta com dengue hemorrágica e mandou umas fotos mano namoral odeio ver alguém assim af"
713947522155298816|3060803227|-21.7624237|-43.3433999|pt|User profile|Sun Mar 27 04:35:28 +0000 2016|"ah esqueci, segundo a médica eu ainda estou com dengue e pode demorar até um mês pra eu não ter mais nenhum sintoma"
713949080674820096|900094136|-19.918692|-43.9598225|pt|Geotag|Sun Mar 27 04:41:40 +0000 2016|"to com dengue -25 mil plaquetas, joia 🤗"
713957756835917824|61813436|-22.306884|-42.4672675|pt|Geotag|Sun Mar 27 05:16:08 +0000 2016|"@gebianchini meu pai tá internado com dengue. Tô num nervoso que só Deus 😞"
713967957735550976|2199966599|-22.9114215|-43.441578|pt|Geotag|Sun Mar 27 05:56:40 +0000 2016|"To cheio de dor de Dengue pqp"
713975512880836609|2533651434|-34.604315|-58.442643|es|Geotag|Sun Mar 27 06:26:41 +0000 2016|"@candeojeda01 tengo dengue jaja :C"
714039628685307904|2531397482|-22.9068467|-43.1728965|pt|User profile|Sun Mar 27 10:41:28 +0000 2016|"O único bom de estar com dengue é que meu tryndamere ta ficando absurdo"
714047991859060736|2531397482|-22.9068467|-43.1728965|pt|User profile|Sun Mar 27 11:14:42 +0000 2016|"Até a minha cara ta toda manchada, mó legal pegar dengue"
714051171539881984|78324061|-23.559382|-46.185715|pt|Geotag|Sun Mar 27 11:27:20 +0000 2016|"Bom dia pra você que não acordou com dengue"
714061925903122433|1460555612|22.1677254|-101.0024002|es|User profile|Sun Mar 27 12:10:04 +0000 2016|"Le dije a mama que tengo dengue y me dice, lo que tenes vos es el higado atacado de tanto alcohol😂😂😂😂"
714068737683546113|4098290601|37.4199683|-122.1749492|pt|User profile|Sun Mar 27 12:37:08 +0000 2016|"Bora ver o cruzeiro msm com dengue hj com os amigo"
714070289773162496|2305709528|13.718519|-89.2046529|pt|User profile|Sun Mar 27 12:43:18 +0000 2016|"@discreta_hanna e eu aq embaixo da coberta sò a dengue kk"
714077855131561985|74430096|-19.9166813|-43.9344931|pt|User profile|Sun Mar 27 13:13:22 +0000 2016|"@opsmaari_ nossa q modinha\nTa td mundo c dengue to ficando excluido"
714077885041082369|1062711276|-19.6303019|-43.8983031|pt|User profile|Sun Mar 27 13:13:29 +0000 2016|"N posso estar com dengue 😭"
714080571614437376|211528616|-19.9166813|-43.9344931|pt|User profile|Sun Mar 27 13:24:09 +0000 2016|"@DiihSchulz desconfio q esteja em casa por causa da dengue........ sabe"
714089281451646976|3677049993|-22.9068467|-43.1728965|in|User profile|Sun Mar 27 13:58:46 +0000 2016|"To c dengue"
714090604393799682|2884333449|-25.5165725|-48.5229975|pt|User profile|Sun Mar 27 14:04:01 +0000 2016|"pqp meu irmão ta com dengue"
714091237482082306|273088255|-12.0934601|-77.0689451|pt|User profile|Sun Mar 27 14:06:32 +0000 2016|"Mamis com dengue 😖"
714093396596547585|2851970829|-22.8486837|-43.2667767|pt|User profile|Sun Mar 27 14:15:07 +0000 2016|"Minha vo e avo estão com dengue AF"
714094850271014912|1130125220|-23.5505199|-46.6333094|pt|User profile|Sun Mar 27 14:20:54 +0000 2016|"meu irmão ta com dengue :ccc"
714094883657617408|2539940072|37.3314647|126.8119119|pt|User profile|Sun Mar 27 14:21:02 +0000 2016|"Dengue é ruim dms, to orando pra melhorar logo 🤒"
714095172146098176|4005459801|-19.9161508|-44.0808763|pt|User profile|Sun Mar 27 14:22:10 +0000 2016|"Letícia ta com dengue hemorrágica Senhor mais uma eu não aguento não"
714101261562458112|559591558|-19.9166813|-43.9344931|pt|User profile|Sun Mar 27 14:46:22 +0000 2016|"Henrique ta com dengue. Só pode"
714101874090188800|287910774|-21.1379949|-47.990137|pt|User profile|Sun Mar 27 14:48:48 +0000 2016|"Eu odeio tanto fica doente que peguei dengue e fui trabalha depois de 2 dias e poucas"
714107617564557312|3181501000|-22.8308535|-43.2698184|pt|User profile|Sun Mar 27 15:11:38 +0000 2016|"@tavareslarissaa to com dengue, e tu ?"
714108933837824001|3000084158|-22.9068467|-43.1728965|pt|User profile|Sun Mar 27 15:16:51 +0000 2016|"Acho que estou com dengue 😪"
714111078398078977|316840921|-2.572425|-59.9803255|pt|Geotag|Sun Mar 27 15:25:23 +0000 2016|"Mds a mamãe foi falar pra minha vó que eu tava com dengue ela vai ficar preocupada agora"
714111153861955584|1027775654|-34.600632|-58.583605|es|Geotag|Sun Mar 27 15:25:41 +0000 2016|"Ya conozco 6 personas con dengue. Esto está empezando a preocupar."
714112392880332800|505467895|-34.6036844|-58.3815591|es|User profile|Sun Mar 27 15:30:36 +0000 2016|"Mi tia y mi abuela con dengue . OK"
714112592608931841|41663910|-19.9166813|-43.9344931|pt|User profile|Sun Mar 27 15:31:24 +0000 2016|"minha cara de quem está sofrendo nessa primeira experiência com a famigerada dengue 😵😵😵😭😭😭 https://t.co/JDXNPthYES"
714116491248070656|313286156|-22.9114215|-43.441578|pt|Geotag|Sun Mar 27 15:46:53 +0000 2016|"@juliafreitas310 vai operar e está com dengue"
