tweet_id|user_id|latitude|longitude|language|loc_type|send_time|text
713701341466640384|537087964|-0.3030988|36.080026|en|User profile|Sat Mar 26 12:17:14 +0000 2016|"Men with Zika,no sex for 6 months."
713701407665197056|550515602|-33.2031488|-70.6825268|es|User profile|Sat Mar 26 12:17:30 +0000 2016|"RT @IlindelatorreMD: Parejas incluído hombre confirmado/sospechoso d inf. x Zika: considerar uso condom/abstinencia x lo menos 6 m. luego i…"
713701613014265856|2519046786|40.7127837|-74.0059413|en|User profile|Sat Mar 26 12:18:19 +0000 2016|"Bangladesh confirms first case of Zika virus - Reuters"
713701989859921924|461460916|48.856614|2.3522219|fr|User profile|Sat Mar 26 12:19:48 +0000 2016|"RT @Elysee: 'Près de 2M de personnes ont été contaminées par le virus Zika en Polynésie française, en Amérique latine et dans les Caraïbes'…"
713702261654880256|170296342|34.5199402|-105.8700901|en|User profile|Sat Mar 26 12:20:53 +0000 2016|"RT @AlexMorash: Yeah @billmaher just compared Trump to Ebola and Ted Cruz is the Zika virus! #cruzsexscandal"
713702497135824896|2364377246|-29.6690808|-52.7882795|pt|User profile|Sat Mar 26 12:21:49 +0000 2016|"Essa zika não é normal. Queria saber quem é o fdp invejoso que tá de olho gordo na minha vida"
713702659149144064|2697713994|52.0907374|5.1214201|en|User profile|Sat Mar 26 12:22:28 +0000 2016|"@KimConley RE your quote about #Zika in Rio—if you are not pregnant, it's simply not a concern. Don't worry about it, just read the facts :)"
713702942587531265|162522594|34.0194543|-118.4911912|en|User profile|Sat Mar 26 12:23:36 +0000 2016|"RT @RogerBezanis: The lie filled ZiKA stories end with 'to prevent sexual transmission, use a condom.' It seems Condom Companies are pushin…"
713702969187827712|162522594|34.0194543|-118.4911912|en|User profile|Sat Mar 26 12:23:42 +0000 2016|"RT @RogerBezanis: ATTENTION: Roger Bezanis' 'Aerobics for the Mind,' IS ON! TODAY'S TOPICS? •ZiKA FEAR USED TO SELL CONDOMS •HOW TO MAKE GO…"
713703008966746112|172601166|-0.1806532|-78.4678382|es|User profile|Sat Mar 26 12:23:51 +0000 2016|"RT @IlindelatorreMD: Parejas incluído hombre confirmado/sospechoso d inf. x Zika: considerar uso condom/abstinencia x lo menos 6 m. luego i…"
713703436685074432|141867780|-33.9248685|18.4240553|en|User profile|Sat Mar 26 12:25:33 +0000 2016|"@XolaniMvulana @garweh2011 @GidiTaff @NicoleJohnston @TChivese hahaha ..DT &amp; TC would deny Ebola or Zika exists ~ not shamed by association"
713703455718830080|1222591057|51.9375215|15.511861|pl|Geotag|Sat Mar 26 12:25:38 +0000 2016|"wow dalam dwa zika na tace, niech maja na mercedesa klasy e"
713703771906375685|174415813|3.4212985|-76.677833|es|Geotag|Sat Mar 26 12:26:53 +0000 2016|"@BluRadioCali @BluRadioCo le pedimos al gobierno campañas de fumigacion masivas contra el zancudo qué transmite el zika"
713704223288983552|4715553089|-6.2595674|-39.9260755|pt|User profile|Sat Mar 26 12:28:41 +0000 2016|"N aguento mais ficar ouvido esse bglh de Zika na tv .. 😒\neuem q merda 😒😒"
713704598259675136|2353811328|6.42375|-66.58973|es|User profile|Sat Mar 26 12:30:10 +0000 2016|"Ante enfermedades como zika, dengue o chikungunya, visita a tu médico infectólogo"
713704622515470338|3787305869|3.4516467|-76.5319854|es|User profile|Sat Mar 26 12:30:16 +0000 2016|"Castigo divino? O estaba destinado al zika? Esta joda pica mucho ...."
713704634196606977|334464255|50.1649996|14.680057|pt|User profile|Sat Mar 26 12:30:19 +0000 2016|"RT @SBPProtege: Combata o zika e a dengue. 1- Proteja sua casa com SBP, 2- Use Repelex quando sair, 3- Elimine água parada. Junte-se à luta…"
713704635610095616|15575356|-14.235004|-51.92528|pt|User profile|Sat Mar 26 12:30:19 +0000 2016|"Mas a Zika não chegou no Brasil na Copa? A situação não tá favorável, mas não precisa alimentar a Síndrome de Vira-Lata..."
713704739788161029|4765602842|-22.9114215|-43.441578|pt|Geotag|Sat Mar 26 12:30:44 +0000 2016|"Crl esse bagulho de zika  é FODA mane euhem"
713704767411908609|3020061280|46.061336|14.508047|pt|User profile|Sat Mar 26 12:30:51 +0000 2016|"ontem foi zika"
713704803763924992|215260323|-22.9068467|-43.1728965|pt|User profile|Sat Mar 26 12:30:59 +0000 2016|"Mas aí qual é a boa do dia mesmo? Ah sim, cuidar da Mamis que tá com zika"
713704876023365633|2768558506|-22.9068467|-43.1728965|pt|User profile|Sat Mar 26 12:31:17 +0000 2016|"início  de sexta fudida, e sábado tb, pqp saiii zika do caralho !"
713704881970941952|306363105|-20.1215224|-40.3077898|pt|User profile|Sat Mar 26 12:31:18 +0000 2016|"RT @golcontrareal: Zika Vírus &gt;&gt;&gt; David Luiz"
713705568939163648|706958440820768768|-24.0088727|-46.4125034|pt|User profile|Sat Mar 26 12:34:02 +0000 2016|"RT @assimdisseojoao: Dorga\nAides\nVômito na balada\nImpitima\nDeabo\n\nLussifer\nUnha com fungo\nIstupro\nZika no feto\n\nCoincidência????\n\nNÃO, FORA…"
713705623435788288|71446182|-22.8949945|-47.030218|pt|Geotag|Sat Mar 26 12:34:15 +0000 2016|"historia mais lidna dos filhos com zika grandes maes fortes que amam seus filhos #EDeCasa"
713705826683211776|129166694|35.6894875|139.6917064|ja|User profile|Sat Mar 26 12:35:03 +0000 2016|"NEJMがスマホ対応になってるなんて知りませんでしたの．世界中のどこからでも，スマホさえあれば，Zikaウイルスの勉強ができるなんてすごいですわ．"
713705910481321984|1268219724|-25.4289541|-49.267137|pt|User profile|Sat Mar 26 12:35:23 +0000 2016|"Ontem o dia foi zika de mais"
713706006379888640|195051080|-24.0436553|-52.3781098|pt|User profile|Sat Mar 26 12:35:46 +0000 2016|"As zika piraram ontem em!! Foi bonito foi"
713707047456530432|212735740|40.7127837|-74.0059413|en|User profile|Sat Mar 26 12:39:54 +0000 2016|"RT @Laurie_Garrett: The @WHO &amp; #PAHO need $25 M to fight #Zika -- received $3 M. DG Chan: funding situation “pretty serious”. No kidding ht…"
713707058567184384|1455025417|33.6996066|-117.7607569|pt|User profile|Sat Mar 26 12:39:57 +0000 2016|"Eu acho q esse zika vírus é ladaia"
713707144730832896|361361236|-23.5505199|-46.6333094|pt|User profile|Sat Mar 26 12:40:17 +0000 2016|"RT @dilmabr: Para derrotarmos o mosquito é preciso q todos façam sua parte e eliminem possíveis criadouros do mosquito em suas casas. #Zika…"
713707280542384128|26573303|-23.682803|-46.5955455|pt|Geotag|Sat Mar 26 12:40:50 +0000 2016|"O Estado de São Paulo registra 39 casos de #microcefalia suspeitos ou prováveis de terem relação com o vírus Zika."
713707621837053952|3971800215|42.708678|19.37439|und|User profile|Sat Mar 26 12:42:11 +0000 2016|"Jutarnja Zika..."
713707663109042177|14246810|-19.9166813|-43.9344931|in|User profile|Sat Mar 26 12:42:21 +0000 2016|"@Phellippe_ @walteraugustocs zika da peppa"
713707756906291201|3105251459|-23.6742228|-46.5436003|und|User profile|Sat Mar 26 12:42:43 +0000 2016|"@gica_tlg daora em zika"
713707834970652672|1225289011|-30.0346316|-51.2176986|pt|User profile|Sat Mar 26 12:43:02 +0000 2016|"RT @DamassaCIanFC: Damassa é fumaça, é uma raça, é uma praga, é o enxame é a zika, porra!"
713707956739706880|3176958918|37.8043637|-122.2711137|en|User profile|Sat Mar 26 12:43:31 +0000 2016|"RT zennie62 'First sexually transmitted case of Zika virus in San Diego County confirmed by health officials – 10News …"
713707958241271808|129128482|-23.5505199|-46.6333094|pt|User profile|Sat Mar 26 12:43:31 +0000 2016|"RT @radiobandnewsfm: Os Estados Unidos pedem que mulheres infectadas pelo zika-vírus esperem dois meses antes de engravidar."
713708370197405698|118507192|-30.0346471|-51.2176584|es|User profile|Sat Mar 26 12:45:10 +0000 2016|"RT @bajoelbillete: La OMS ha dicho esta semana que para atacar al Zika a corto plazo, mosquitos GM y Wolbachia.\n\n¿Lo qué?\nAquí explico:\nhtt…"
713708529819979776|2178978619|17.7250472|79.1546769|lt|User profile|Sat Mar 26 12:45:48 +0000 2016|"@pthbts ta mais p zika virus"
713708584668897281|41565408|-22.9068467|-43.1728965|pt|User profile|Sat Mar 26 12:46:01 +0000 2016|"RT @radiobandnewsfm: O Estado de São Paulo registra 39 casos de #microcefalia suspeitos ou prováveis de terem relação com o vírus Zika."
713708711039090688|2959536190|-23.5505199|-46.6333094|pt|User profile|Sat Mar 26 12:46:31 +0000 2016|"RT @Tiago_Kinder: NOSSA MANO EU SO ZIKA D+"
713708768534638592|79606366|-22.7338724|-45.1201112|pt|User profile|Sat Mar 26 12:46:45 +0000 2016|"RT @radiobandnewsfm: O Estado de São Paulo registra 39 casos de #microcefalia suspeitos ou prováveis de terem relação com o vírus Zika."
713709053235560450|2398406983|40.463667|-3.74922|pt|User profile|Sat Mar 26 12:47:53 +0000 2016|"scooby doo é mó zika mane"
713709095157678080|1251994855|-23.5505199|-46.6333094|pt|User profile|Sat Mar 26 12:48:03 +0000 2016|"RT @radiobandnewsfm: O Estado de São Paulo registra 39 casos de #microcefalia suspeitos ou prováveis de terem relação com o vírus Zika."
713709129093742592|116898550|-34.762001|-58.2112961|und|User profile|Sat Mar 26 12:48:11 +0000 2016|"@agusceenturion en el hospital x zika"
713709296605913088|235294065|4.7109886|-74.072092|es|User profile|Sat Mar 26 12:48:51 +0000 2016|"RT @cejaspobladas: 'Con el Zika es muy arriesgado viajar a tierra caliente, mejor me quedo disfrutando la ciudad sin tanta gente' \n\n— Yo, c…"
713709365191172096|192426091|-23.5505199|-46.6333094|pt|User profile|Sat Mar 26 12:49:07 +0000 2016|"tio livinho é mt zika ne?"
713709415929659393|1930702470|-25.5163356|-54.5853764|pt|User profile|Sat Mar 26 12:49:19 +0000 2016|"RT @pedruhmoraes17: @renatazonta2 mais a zika vírus"
713709422959321088|3199596298|-30.0346471|-51.2176584|pt|User profile|Sat Mar 26 12:49:21 +0000 2016|"RT @SBPProtege: Combata o zika e a dengue. 1- Proteja sua casa com SBP, 2- Use Repelex quando sair, 3- Elimine água parada. Junte-se à luta…"
713709431964483586|1251215797|29.7604267|-95.3698028|en|User profile|Sat Mar 26 12:49:23 +0000 2016|"RT zennie62 'First sexually transmitted case of Zika virus in San Diego County confirmed by health officials – 10News …"
713709477724295169|281251379|-23.5505199|-46.6333094|pt|User profile|Sat Mar 26 12:49:34 +0000 2016|"@apsza94 ganso vai ser o zika? Kkk"
713709794553643008|49064653|-22.9139476|-43.2093973|pt|User profile|Sat Mar 26 12:50:49 +0000 2016|"RT @radiobandnewsfm: O Estado de São Paulo registra 39 casos de #microcefalia suspeitos ou prováveis de terem relação com o vírus Zika."
713709827697020929|53697555|6.42375|-66.58973|es|User profile|Sat Mar 26 12:50:57 +0000 2016|"RT @elcritico_01: @genpenaloza Esta semana visitaron Cuba, Barack Obama y The Rolling Stones, mientras en Vzla nos visita Zika, Chikunguya …"
713709837335576576|147322887|-22.9083081|-43.1970258|pt|User profile|Sat Mar 26 12:50:59 +0000 2016|"Wendy me passou zika pelo olho kkkkkkkkk garota estranha"
713709989769166848|732879806|-22.9068467|-43.1728965|pt|User profile|Sat Mar 26 12:51:36 +0000 2016|"RT @radiobandnewsfm: O Estado de São Paulo registra 39 casos de #microcefalia suspeitos ou prováveis de terem relação com o vírus Zika."
713710079778926592|3243420285|-22.4169605|-42.9756016|pt|User profile|Sat Mar 26 12:51:57 +0000 2016|"to com zika, to ferrado!"
713710174645583872|330378043|-23.5328814|-46.7920029|pt|User profile|Sat Mar 26 12:52:20 +0000 2016|"RT @radiobandnewsfm: O Estado de São Paulo registra 39 casos de #microcefalia suspeitos ou prováveis de terem relação com o vírus Zika."
713710185215365120|3196139352|33.7476649|-84.3798319|en|User profile|Sat Mar 26 12:52:22 +0000 2016|"RT zennie62 'First sexually transmitted case of Zika virus in San Diego County confirmed by health officials – 10News …"
713710337468530689|489949602|-14.235004|-51.92528|pt|User profile|Sat Mar 26 12:52:59 +0000 2016|"RT @radiobandnewsfm: O Estado de São Paulo registra 39 casos de #microcefalia suspeitos ou prováveis de terem relação com o vírus Zika."
713710475221962752|2910149688|34.1477849|-118.1445155|en|User profile|Sat Mar 26 12:53:32 +0000 2016|"RT @SenBlumenthal: Discussed steps we're taking at federal level to secure emergency funding for CT companies developing #Zika vaccines htt…"
713710564393029632|60380905|-22.9068467|-43.1728965|pt|User profile|Sat Mar 26 12:53:53 +0000 2016|"@UOLNoticias daqui a pouco ele vai dizer que a Zika e o Mosquito tb são culpa do Moro, #pilantra"
713710618642149376|197042672|-22.2131635|-49.6555394|pt|User profile|Sat Mar 26 12:54:06 +0000 2016|"Minha mãe falou q pernilongo transmite zika tb kakakakaka"
713710671171485696|474104008|8.537981|-80.782127|es|User profile|Sat Mar 26 12:54:18 +0000 2016|"RT @panamamunicipio: No bajes la guardia. Toma las medidas para evitar la picadura del mosquito transmisor del Zika. #TodosContraElZika htt…"
713710680675860481|616378192|39.1426987|-84.8857679|en|User profile|Sat Mar 26 12:54:21 +0000 2016|"me, someone who's completely ignorant about the Zika virus, gets bit by a mosquito,\n'so this is how it ends, I'm going to die'"
713710792403771396|2782455317|-3.7318616|-38.5266704|pt|User profile|Sat Mar 26 12:54:47 +0000 2016|"RT @kaahdobriggs: Até zika eu já peguei e você que é bom... Nada"
713710819511574528|192694427|4.570868|-74.297333|es|User profile|Sat Mar 26 12:54:54 +0000 2016|"RT @cejaspobladas: 'Con el Zika es muy arriesgado viajar a tierra caliente, mejor me quedo disfrutando la ciudad sin tanta gente' \n\n— Yo, c…"
713710877384552448|444073299|48.8555673|15.285125|pt|User profile|Sat Mar 26 12:55:07 +0000 2016|"alguém manda esse zika virus do curso para de me chamar no wpp"
713710917167480833|131722727|10.4805937|-66.9036063|es|User profile|Sat Mar 26 12:55:17 +0000 2016|"Estados Unidos pide a los enfermos de zika que retrasen los embarazos"
713711197883932676|4860259643|-19.0043915|-48.3585835|pt|Geotag|Sat Mar 26 12:56:24 +0000 2016|"Puts veeeey tadinha da Zika 😰😰😰 já era braço 😐"
713711536058077184|3416755084|-23.589095|-48.0487846|pt|User profile|Sat Mar 26 12:57:44 +0000 2016|"@helena_olivers carinha zika"
713711887351988224|2290348615|-21.7624237|-43.3433999|pt|User profile|Sat Mar 26 12:59:08 +0000 2016|"RT @eitabibi_: Não basta zika dengue e chicungunha agora volta a gripe suína tamo é na bosta mesmo!"
713711916229783552|3805483456|-23.589095|-48.0487846|pt|User profile|Sat Mar 26 12:59:15 +0000 2016|"RT @guucastroo: @helena_olivers carinha zika"
713711971833655298|40754056|-22.8617133|-47.1770446|pt|User profile|Sat Mar 26 12:59:28 +0000 2016|"Pior parte da zika é ficar com essas manchas no corpo e no rosto. Parece q n vai sair nunca"
713711974962634754|332328514|40.463667|-3.74922|pt|User profile|Sat Mar 26 12:59:29 +0000 2016|"damassa é fumaça, é uma raça, é uma praga, é o enxame, é a zika, porra!"
713712014028308481|75373075|-22.7907664|-43.3699364|pt|User profile|Sat Mar 26 12:59:38 +0000 2016|"Espero que não seja zika pq tá todo mundo pegando isso"
713712328018116608|2161810489|-22.9068467|-43.1728965|pt|User profile|Sat Mar 26 13:00:53 +0000 2016|"Oh....seleção ruim... Tomara que todos saíram de lá com zika... Para eles verem o que é sofrimento"
713712398373429248|20931632|-22.9068467|-43.1728965|pt|User profile|Sat Mar 26 13:01:10 +0000 2016|"Jeito tem sido trocar o Farenheit pela Citronela. As zika pira."
713712555794034688|2358444360|4.706035|-74.230101|es|User profile|Sat Mar 26 13:01:48 +0000 2016|"Dizque a trabajar hoy, pa esa gracias mejor que me de el Zika."
713712565914845184|3010099839|-22.9974848|-44.303832|pt|User profile|Sat Mar 26 13:01:50 +0000 2016|"Orem por mim, estou com zika."
713713038516326400|1361347831|47.614817|-122.3306025|en|Geotag|Sat Mar 26 13:03:43 +0000 2016|"The difference between #DonaldTrump &amp; the #ZikaVirus is that we think we can cure #Zika.  #FeelTheBern @CharlesKrautham #FlintWaterCrisis"
713713111082082305|278711294|-30.0346471|-51.2176584|pt|User profile|Sat Mar 26 13:04:00 +0000 2016|"nao eh contra o zika virus"
713713309535481856|1440467216|22.536712|113.9781559|en|User profile|Sat Mar 26 13:04:47 +0000 2016|"U.S. urges waiting period before conception after Zika infection: (Reuters) - U.S. health officials are recommending that women wait ..."
713713448203522048|30840744|42.7036115|19.3933045|und|Geotag|Sat Mar 26 13:05:20 +0000 2016|"@Lavche73 Hahahaha. Ne znam kako ovu volju da shvatim. 😉 Ali, dobro. Vjezbe za mozak by Zika Sarenica."
713713495125200896|413220853|-14.235004|-51.92528|pt|User profile|Sat Mar 26 13:05:32 +0000 2016|"RT @Trakolandia: Zika vírus é mais uma doença q o sistema cria pra vende a cura ...."
713713541472194564|444780781|37.7749295|-122.4194155|en|User profile|Sat Mar 26 13:05:43 +0000 2016|"Health officals: California woman got Zika through sex"
713714060844482560|206933312|-23.682803|-46.5955455|pt|Geotag|Sat Mar 26 13:07:46 +0000 2016|"@singernjr quem sabe ele vai e volta sem a zika?"
713714240327139329|253359300|8.7489309|-66.2367172|in|User profile|Sat Mar 26 13:08:29 +0000 2016|"@CronopioX y la data de SIDA, AH1N1, ebola, chikungunya, zika...?"
713714504362799104|53726264|38.9071923|-77.0368707|en|User profile|Sat Mar 26 13:09:32 +0000 2016|"3 Hacks for Zika already underway! @stanforddschool @StanfordCIGH @DevImpactLab @ideo @RiceUniversity @risd @MASSDesignLab ARE YOU NEXT?"
713714583723184128|2361604001|-23.5431786|-46.6291845|pt|User profile|Sat Mar 26 13:09:51 +0000 2016|"RT @radiobandnewsfm: O Estado de São Paulo registra 39 casos de #microcefalia suspeitos ou prováveis de terem relação com o vírus Zika."
713714720335859713|248568868|43.653226|-79.3831843|en|User profile|Sat Mar 26 13:10:24 +0000 2016|"RT @wtaylor1: 3 Hacks for Zika already underway! @stanforddschool @StanfordCIGH @DevImpactLab @ideo @RiceUniversity @risd @MASSDesignLab AR…"
713714772546609153|151085902|-30.559482|22.937506|tl|User profile|Sat Mar 26 13:10:36 +0000 2016|"Kwakuthwa ndifisha iichomi zika bae ngemoves 💤RT @ItsMbasa: @joyikhanyisile Lmaoooooo! What the fuck?! Why?"
713714797221687296|112185477|14.4728389|121.0053777|en|User profile|Sat Mar 26 13:10:42 +0000 2016|"I see the white man has been busy, Yellow Fever is back, alongside its new devil sister, Zika Virus. As if HIV wasn't enough"
713715236382109696|185442682|6.6437076|-73.6536209|es|User profile|Sat Mar 26 13:12:27 +0000 2016|"RT @RicardoGalanO: La buena, el Zika no afectará a tanta gente como se había calculado. La mala, el Chikunguña infectará a muchas más perso…"
713715477252599809|19132544|-23.5505199|-46.6333094|pt|User profile|Sat Mar 26 13:13:24 +0000 2016|"RT @radiobandnewsfm: O Estado de São Paulo registra 39 casos de #microcefalia suspeitos ou prováveis de terem relação com o vírus Zika."
713715485842489344|272402204|56.879635|24.603189|lv|User profile|Sat Mar 26 13:13:26 +0000 2016|"Šodien 16os Valkas kult. namā koncerts pavasara noskaņās - kori Konvents,Ziemeļstīga,vairāki vokālie ansambļi.Šodien - mūzika,rīt-olu kaujas"
713715657091584000|1555655804|33.6381378|-117.5947168|es|User profile|Sat Mar 26 13:14:07 +0000 2016|"EE.UU. recomienda a las parejas expuestas al zika que esperen para concebir"
713715736875769856|278711294|-30.0346471|-51.2176584|pt|User profile|Sat Mar 26 13:14:26 +0000 2016|"sobre ser a favor ao zika virus"
713715743444058113|77660179|-21.8901238|-49.0314198|pt|User profile|Sat Mar 26 13:14:28 +0000 2016|"SAI DEUS  É MAIS VAI MORRE PRA LÁ ZIKA"
713715854492438528|428298353|2.8235098|-60.6758331|pt|User profile|Sat Mar 26 13:14:54 +0000 2016|"RT @radiobandnewsfm: O Estado de São Paulo registra 39 casos de #microcefalia suspeitos ou prováveis de terem relação com o vírus Zika."
713716012529623042|319938647|-31.3301424|-54.1004622|pt|User profile|Sat Mar 26 13:15:32 +0000 2016|"O lado ruim de ser solteiro é que vc não pega nem zika virus\npelo menos namorando vc pode pegar uma aids"
713716115478806530|315335044|-22.314459|-49.0586951|pt|User profile|Sat Mar 26 13:15:56 +0000 2016|"RT @Fumalizou: O lado ruim de ser solteiro é que vc não pega nem zika virus\npelo menos namorando vc pode pegar uma aids"
713716130322493440|616376891|-15.7942287|-47.8821658|pt|User profile|Sat Mar 26 13:16:00 +0000 2016|"RT @Fumalizou: O lado ruim de ser solteiro é que vc não pega nem zika virus\npelo menos namorando vc pode pegar uma aids"
713716197607415809|2178961543|38.2526647|-85.7584557|en|User profile|Sat Mar 26 13:16:16 +0000 2016|"RT @JaNelSJohnson: Pregnant woman is third case of Zika virus in Kentucky, says Cabinet for Heath and Family Services."
713716219258515456|4025527360|-22.223561|-54.8125486|pt|User profile|Sat Mar 26 13:16:21 +0000 2016|"RT @orgasmcaiu: Noisx n e zika virus mais nois mata 😂💣"
713716316675420160|2246123306|-3.7318616|-38.5266704|pt|User profile|Sat Mar 26 13:16:44 +0000 2016|"RT @Fumalizou: O lado ruim de ser solteiro é que vc não pega nem zika virus\npelo menos namorando vc pode pegar uma aids"
713716322094485504|149464316|-38.416097|-63.616672|es|User profile|Sat Mar 26 13:16:46 +0000 2016|"RT @MatiasGiorgi: 'La Bestia' está equipada para soportar un ataque con armas químicas. Macho, acá tenemos Dengue, Zika y Kirchnerismo. #Ob…"
713716349986545665|3378912280|41.1844362|-8.6962775|pt|User profile|Sat Mar 26 13:16:52 +0000 2016|"Ontem a minha mãe esteve a dizer que enquanto não houver a vacina para o vírus zika, não vamos ao Brasil..."
713716544350633984|501814676|-30.0346471|-51.2176584|pt|User profile|Sat Mar 26 13:17:39 +0000 2016|"RT @Fumalizou: O lado ruim de ser solteiro é que vc não pega nem zika virus\npelo menos namorando vc pode pegar uma aids"
713716747782791168|1161718964|-21.7624237|-43.3433999|pt|User profile|Sat Mar 26 13:18:27 +0000 2016|"Tempinho uma bela bosta e meu celular dando zika o tempo td, top"
713716789792935936|3535961727|-22.314459|-49.0586951|pt|User profile|Sat Mar 26 13:18:37 +0000 2016|"RT @Fumalizou: O lado ruim de ser solteiro é que vc não pega nem zika virus\npelo menos namorando vc pode pegar uma aids"
713716824383340544|708102565565747204|-23.5505199|-46.6333094|pt|User profile|Sat Mar 26 13:18:45 +0000 2016|"dificil acordar gripada hj em dia qualquer coisa tu ja pensa q é dengue zika chicugunha"
713716870755577856|152671882|9.7333906|-63.1914317|es|User profile|Sat Mar 26 13:18:56 +0000 2016|"RT @diana_dagostino: Estos son síntomas del #Zika: Fiebre, sarpullido, conjuntivitis y dolores musculares. Si estás embarazada, evita picad…"
713717065899761664|2736715493|-22.7907664|-43.3699364|pt|User profile|Sat Mar 26 13:19:43 +0000 2016|"Sai, Deus é mais, vai morrer pra lá zika."
713717232875008000|708102565565747204|-23.5505199|-46.6333094|pt|User profile|Sat Mar 26 13:20:23 +0000 2016|"a zika nao me pica nao eu sou mais zika q a zika"
713717297412718595|288530693|-22.9068467|-43.1728965|pt|User profile|Sat Mar 26 13:20:38 +0000 2016|"a muié ta com zika, de cama e tem mais energia que eu e minha mãe juntas 😂"
713717432616091648|2951725797|-19.9166813|-43.9344931|pt|User profile|Sat Mar 26 13:21:10 +0000 2016|"RT @Fumalizou: O lado ruim de ser solteiro é que vc não pega nem zika virus\npelo menos namorando vc pode pegar uma aids"
713717458113327104|72299838|-25.2520888|-52.0215415|pt|User profile|Sat Mar 26 13:21:16 +0000 2016|"RT @SBPProtege: Junte-se à luta contra o zika e a dengue: 1-proteja sua casa com SBP, 2-use Repelex quando sair e 3-elimine água parada. #1…"
713717547619786753|378266389|-23.442503|-58.443832|es|User profile|Sat Mar 26 13:21:38 +0000 2016|"Hombres diagnosticados con #Zika o tuvieron síntomas de la enfermedad deberían esperar al menos 6 meses antes de tener relaciones sexuales"
713717645980405761|2801096531|-22.7862985|-43.3053106|pt|User profile|Sat Mar 26 13:22:01 +0000 2016|"RT @luizoioioi: @ZIPERATIVO rei ! nossa eu ficava igual uma lacraria com zika tentando dançar e nunca aprendi"
713717747390287873|2490929974|33.7489954|-84.3879824|en|User profile|Sat Mar 26 13:22:25 +0000 2016|"RT @Sir_Blaster: Obama says Zika virus needs to be eliminated worldwide ASAP. Why can't he apply the same thinking to the Muslim Plague tha…"
713717821507825665|3031894611|-23.6898429|-46.5648481|und|User profile|Sat Mar 26 13:22:43 +0000 2016|"Henzo. Zika"
